Transaction ID,Customer ID,Customer Name,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method,Location,Transaction Date,Discount Applied
TXN_4349308,CUST_20,Andrea Dunn,Food,Item_6_FOOD,16.27,9.00,$146.43,CreditCard,Online,13/07/2024,FALSE
TXN_5658012,CUST_41,Jorge Sims,Beverages,Item_0_MISC,33.56,7.00,$234.92,CreditCard,Online,24/06/2025,TRUE
TXN_2117810,CUST_15,Brian Wolfe,Milk Products,Item_0_MISC,7.63,2.00,$15.26,Cash,Online,24/01/2025,UNKNOWN
TXN_9066258,CUST_03,Sara Smith,Furniture,Item_16_FUR,29.99,10.00,$299.90,Digital Wallet,In-store,15/02/2024,UNKNOWN
TXN_4785053,CUST_02,Rebecca Carson,Patisserie,Item_0_MISC,13.78,9.00,$124.02,Credit Card,Online,13/10/2025,UNKNOWN
TXN_1912696,CUST_04,Donna Keller,Milk Products,Item_0_MISC,12.50,5.00,$62.50,Digital Wallet,Online,31/08/2025,UNKNOWN
TXN_4614522,CUST_11,Elizabeth Nguyen,Patisserie,Item_0_MISC,27.30,8.00,$218.40,Digital Wallet,In-store,19/07/2025,FALSE
TXN_6130927,CUST_04,Cheyenne Gallegos,Food,Item_1_FOOD,34.01,9.00,$306.09,CreditCard,Online,27/08/2024,FALSE
TXN_3196738,CUST_16,Heather Alexander,Milk Products,Item_0_MISC,16.78,1.00,$16.78,Digital Wallet,Online,19/03/2025,FALSE
TXN_7571220,CUST_28,Jeffrey Pineda,Patisserie,Item_10_PAT,19.16,8.00,$153.28,CreditCard,In-store,07/11/2023,FALSE
TXN_9621702,CUST_25,Jamie Henderson,Food,Item_0_MISC,29.41,2.00,$58.82,Digital Wallet,Online,29/12/2024,UNKNOWN
TXN_5458331,CUST_35,Alexandria Weeks,Patisserie,Item_11_PAT,22.18,2.00,$44.36,Digital Wallet,Online,27/12/2024,UNKNOWN
TXN_5725104,CUST_33,Christopher Christian,Furniture,Item_16_FUR,20.50,1.00,$20.50,Cash,Online,26/05/2024,UNKNOWN
TXN_4621580,CUST_29,Erin Foster,Beverages,Item_16_BEV,22.88,3.00,$68.64,Credit Card,Online,27/01/2025,FALSE
TXN_7965610,CUST_21,Yesenia Lin,Beverages,Item_0_MISC,5.63,8.00,$45.04,Digital Wallet,Online,01/08/2023,FALSE
TXN_9119623,CUST_32,Zachary Barnett,Beverages,Item_15_BEV,21.09,10.00,$210.90,Credit Card,In-store,09/01/2024,TRUE
TXN_9597028,CUST_36,Grace Ramsey,Milk Products,Item_17_MILK,16.30,7.00,$114.10,Digital Wallet,In-store,29/06/2023,UNKNOWN
TXN_3891302,CUST_11,Diane Peterson,Milk Products,Item_18_MILK,14.86,4.00,$59.44,CreditCard,In-store,06/12/2024,FALSE
TXN_2576882,CUST_25,Michael Mayo,Milk Products,Item_0_MISC,16.23,3.00,$48.69,Cash,Online,08/01/2024,UNKNOWN
TXN_7406738,CUST_25,Molly Morales,Food,Item_0_MISC,11.51,2.00,$23.02,CreditCard,Online,21/04/2023,TRUE
TXN_4512114,CUST_36,Brian Vasquez,Food,Item_1_FOOD,19.64,4.00,$78.56,Digital Wallet,In-store,09/12/2025,TRUE
TXN_2709564,CUST_04,Scott Hanson,Food,Item_2_FOOD,17.00,10.00,$170.00,Cash,Online,15/02/2026,UNKNOWN
TXN_8955233,CUST_16,Felicia Young,Milk Products,Item_17_MILK,28.66,2.00,$57.32,Digital Wallet,Online,29/08/2023,FALSE
TXN_5285255,CUST_41,Angela Solomon,Food,Item_0_MISC,12.35,8.00,$98.80,Digital Wallet,In-store,08/04/2023,UNKNOWN
TXN_3641923,CUST_11,Joseph Vincent,Patisserie,Item_0_MISC,5.88,3.00,$17.64,Digital Wallet,Online,27/09/2023,UNKNOWN
TXN_1811131,CUST_26,Vickie Beasley,Furniture,Item_17_FUR,10.84,10.00,$108.40,Digital Wallet,In-store,26/08/2024,UNKNOWN
TXN_8396935,CUST_05,Raymond Gonzalez,Patisserie,Item_0_MISC,13.31,4.00,$53.24,Digital Wallet,In-store,22/03/2025,FALSE
TXN_1600861,CUST_37,Kelsey Davis,Furniture,Item_16_FUR,24.20,2.00,$48.40,Cash,Online,14/11/2024,UNKNOWN
TXN_9260898,CUST_06,Lisa Vincent,Patisserie,Item_0_MISC,9.48,3.00,$28.44,Credit Card,Online,20/04/2024,TRUE
TXN_2070693,CUST_40,Bailey Warner,Butchers,Item_12_BUT,8.13,1.00,$8.13,CreditCard,In-store,09/12/2023,TRUE
TXN_4537005,CUST_06,Jennifer Carpenter,Beverages,Item_0_MISC,33.51,6.00,$201.06,CreditCard,Online,15/02/2025,TRUE
TXN_1941162,CUST_17,Renee Arias,Butchers,Item_13_BUT,9.20,8.00,$73.60,CreditCard,Online,24/02/2025,TRUE
TXN_9663544,CUST_09,Jamie Smith,Milk Products,Item_0_MISC,34.66,2.00,$69.32,Digital Wallet,In-store,23/09/2025,FALSE
TXN_1226064,CUST_14,Timothy Williams,Furniture,Item_16_FUR,7.05,10.00,$70.50,Digital Wallet,Online,20/02/2026,TRUE
TXN_5498631,CUST_18,Heidi Anderson,Patisserie,Item_11_PAT,20.51,9.00,$184.59,Cash,In-store,22/06/2025,TRUE
TXN_9580080,CUST_22,Eric Bauer,Butchers,Item_13_BUT,31.79,8.00,$254.32,CreditCard,In-store,20/06/2023,UNKNOWN
TXN_3695916,CUST_37,Kayla Miller,Food,Item_1_FOOD,28.13,2.00,$56.26,Digital Wallet,Online,19/11/2023,UNKNOWN
TXN_2570430,CUST_11,Adrienne Combs,Milk Products,Item_18_MILK,23.60,1.00,$23.60,Digital Wallet,Online,26/11/2024,TRUE
TXN_5764503,CUST_06,Brittany Mcdonald,Furniture,Item_17_FUR,20.24,8.00,$161.92,Digital Wallet,Online,25/05/2024,FALSE
TXN_6738265,CUST_46,Tara Estrada,Patisserie,Item_0_MISC,15.50,10.00,$155.00,CreditCard,In-store,10/05/2024,TRUE
TXN_6962638,CUST_30,Heather Moreno,Patisserie,Item_11_PAT,31.83,7.00,$222.81,CreditCard,Online,08/04/2025,UNKNOWN
TXN_1025926,CUST_32,Mrs. Margaret Lopez,Patisserie,Item_10_PAT,20.98,6.00,$125.88,Credit Card,In-store,21/12/2024,FALSE
TXN_7865514,CUST_33,Jessica Leblanc,Food,Item_1_FOOD,23.67,1.00,$23.67,Credit Card,In-store,03/09/2023,FALSE
TXN_9048434,CUST_13,Aaron Burgess,Butchers,UNKNOWN,12.66,8.00,$101.28,Digital Wallet,Online,21/01/2025,UNKNOWN
TXN_8312771,CUST_44,Kimberly Lane,Food,UNKNOWN,19.87,2.00,$39.74,Credit Card,Online,06/10/2025,TRUE
TXN_9014281,CUST_44,Anthony Buck,Butchers,Item_13_BUT,27.13,2.00,$54.26,CreditCard,Online,18/08/2024,UNKNOWN
TXN_4670914,CUST_21,Chase Bowers,Food,Item_0_MISC,25.62,2.00,$51.24,CreditCard,Online,23/03/2024,FALSE
TXN_4808758,CUST_04,Johnny Diaz,Beverages,Item_0_MISC,16.92,8.00,$135.36,Digital Wallet,Online,05/12/2023,TRUE
TXN_9720231,CUST_15,Connie Davis,Patisserie,Item_0_MISC,32.45,3.00,$97.35,Credit Card,In-store,22/12/2024,UNKNOWN
TXN_1587052,CUST_48,Sarah Lopez,Beverages,Item_16_BEV,32.72,8.00,$261.76,Digital Wallet,Online,17/07/2023,UNKNOWN
TXN_6630820,CUST_40,Lauren Kirby,Beverages,Item_0_MISC,24.66,6.00,$147.96,Digital Wallet,Online,25/05/2025,TRUE
TXN_5778518,CUST_18,Kimberly Johnson,Food,Item_0_MISC,34.50,4.00,$138.00,Digital Wallet,Online,25/12/2023,TRUE
TXN_3797546,CUST_36,Patty Smith,Furniture,Item_17_FUR,34.87,1.00,$34.87,Credit Card,Online,15/03/2024,UNKNOWN
TXN_7010127,CUST_48,Christopher Burns,Beverages,Item_16_BEV,18.20,8.00,$145.60,Digital Wallet,In-store,01/10/2025,FALSE
TXN_6825965,CUST_41,Cameron Quinn,Patisserie,Item_11_PAT,30.08,7.00,$210.56,Credit Card,Online,14/09/2024,UNKNOWN
TXN_5136668,CUST_16,Sheri Baldwin,Milk Products,Item_0_MISC,14.50,3.00,$43.50,Digital Wallet,In-store,27/03/2025,UNKNOWN
TXN_5696527,CUST_06,Erica Owens,Beverages,Item_15_BEV,15.68,7.00,$109.76,Digital Wallet,In-store,31/03/2023,UNKNOWN
TXN_3715875,CUST_40,Mrs. Jessica Ramirez,Patisserie,Item_11_PAT,17.22,10.00,$172.20,Credit Card,In-store,03/05/2023,UNKNOWN
TXN_7614366,CUST_49,Carrie Mendoza,Food,Item_0_MISC,31.20,6.00,$187.20,Digital Wallet,In-store,16/10/2024,FALSE
TXN_8982381,CUST_04,Michael Vargas,Milk Products,Item_0_MISC,19.62,4.00,$78.48,Cash,Online,04/03/2024,UNKNOWN
TXN_3626236,CUST_18,Ryan Gonzales,Milk Products,Item_18_MILK,16.07,8.00,$128.56,Digital Wallet,Online,04/10/2023,FALSE
TXN_2124766,CUST_37,Jacob Little,Butchers,Item_13_BUT,11.86,6.00,$71.16,Digital Wallet,In-store,05/07/2025,FALSE
TXN_5651317,CUST_32,Amy Obrien,Food,Item_0_MISC,20.88,3.00,$62.64,Credit Card,In-store,16/07/2025,UNKNOWN
TXN_4376374,CUST_48,Heather Williams,Furniture,Item_16_FUR,7.05,2.00,$14.10,Credit Card,In-store,22/07/2025,UNKNOWN
TXN_3141580,CUST_28,Andrew Mejia,Milk Products,Item_0_MISC,29.20,6.00,$175.20,Credit Card,In-store,08/02/2024,UNKNOWN
TXN_4239568,CUST_37,William Ellis,Food,Item_1_FOOD,9.15,10.00,$91.50,Credit Card,In-store,17/01/2026,TRUE
TXN_8699116,CUST_16,Ricky Blanchard,Food,Item_6_FOOD,20.33,1.00,$20.33,Cash,In-store,10/12/2025,UNKNOWN
TXN_7368219,CUST_34,Cindy Hicks,Food,Item_0_MISC,21.96,4.00,$87.84,Digital Wallet,In-store,04/09/2025,FALSE
TXN_1524364,CUST_20,Kevin Clark,Patisserie,Item_0_MISC,15.27,3.00,$45.81,CreditCard,Online,21/02/2026,UNKNOWN
TXN_8689496,CUST_22,Marie Elliott,Food,Item_0_MISC,8.86,7.00,$62.02,Digital Wallet,In-store,12/01/2026,UNKNOWN
TXN_5980008,CUST_34,Lisa Freeman,Food,Item_6_FOOD,9.07,5.00,$45.35,Cash,In-store,22/09/2024,UNKNOWN
TXN_6516042,CUST_35,Elizabeth Castillo,Butchers,Item_13_BUT,21.06,10.00,$210.60,Digital Wallet,In-store,19/09/2024,UNKNOWN
TXN_3997143,CUST_06,Natasha Ford,Patisserie,Item_0_MISC,6.24,8.00,$49.92,Digital Wallet,Online,15/06/2025,UNKNOWN
TXN_6107788,CUST_07,Stephen Conway,Patisserie,Item_0_MISC,27.74,9.00,$249.66,Cash,Online,09/11/2023,FALSE
TXN_7758690,CUST_45,Lauren Reese,Milk Products,Item_17_MILK,12.30,4.00,$49.20,Cash,Online,22/11/2024,TRUE
TXN_5399440,CUST_23,Kimberly Jackson,Beverages,Item_0_MISC,32.98,10.00,$329.80,Digital Wallet,Online,12/02/2026,FALSE
TXN_6963028,CUST_24,Alyssa Gibson,Beverages,Item_15_BEV,11.75,4.00,$47.00,Cash,In-store,28/06/2024,TRUE
TXN_3579864,CUST_29,Randy Wagner,Food,Item_6_FOOD,34.72,5.00,$173.60,Cash,In-store,20/06/2025,TRUE
TXN_5088411,CUST_04,Julie Williams,Butchers,Item_12_BUT,10.24,3.00,$30.72,CreditCard,In-store,27/07/2024,UNKNOWN
TXN_5221108,CUST_05,Ronald Johnson,Furniture,Item_16_FUR,9.62,10.00,$96.20,Digital Wallet,In-store,01/10/2024,TRUE
TXN_3255568,CUST_21,James Lee,Patisserie,Item_0_MISC,5.47,4.00,$21.88,Digital Wallet,In-store,08/12/2023,TRUE
TXN_8804966,CUST_34,Katrina Bradley,Food,Item_0_MISC,33.07,10.00,$330.70,Digital Wallet,Online,10/03/2024,UNKNOWN
TXN_5279684,CUST_12,Teresa Barber,Butchers,Item_12_BUT,26.85,9.00,$241.65,CreditCard,Online,24/03/2024,FALSE
TXN_5869475,CUST_13,Colin Duarte,Milk Products,Item_0_MISC,23.74,3.00,$71.22,Cash,In-store,22/10/2023,UNKNOWN
TXN_7215188,CUST_14,Mrs. Robin Marsh,Beverages,Item_16_BEV,28.49,4.00,$113.96,Credit Card,Online,13/04/2023,TRUE
TXN_4013167,CUST_14,Charlotte Lee,Patisserie,Item_11_PAT,14.78,4.00,$59.12,Digital Wallet,In-store,25/04/2024,FALSE
TXN_8112625,CUST_11,Melissa Murphy,Furniture,Item_16_FUR,24.12,1.00,$24.12,Credit Card,In-store,09/02/2025,FALSE
TXN_1573111,CUST_32,Keith Dean,Food,Item_6_FOOD,12.64,7.00,$88.48,CreditCard,In-store,18/07/2024,UNKNOWN
TXN_3793555,CUST_48,Adam Schmitt,Food,Item_0_MISC,25.94,10.00,$259.40,Digital Wallet,In-store,25/01/2026,TRUE
TXN_5741444,CUST_03,Rebecca Blanchard,Patisserie,Item_0_MISC,27.26,6.00,$163.56,Digital Wallet,Online,22/06/2025,FALSE
TXN_7252002,CUST_19,Barbara Daniels,Beverages,Item_16_BEV,18.59,2.00,$37.18,Cash,In-store,24/10/2025,TRUE
TXN_5956458,CUST_05,Kimberly Phelps,Food,Item_0_MISC,30.13,7.00,$210.91,Digital Wallet,In-store,27/12/2024,TRUE
TXN_4254764,CUST_42,Katie Dean,Milk Products,Item_17_MILK,18.04,7.00,$126.28,Digital Wallet,Online,25/01/2024,UNKNOWN
TXN_6031033,CUST_40,Robert Miller,Patisserie,Item_11_PAT,16.58,6.00,$99.48,CreditCard,In-store,13/03/2026,UNKNOWN
TXN_5699626,CUST_48,Steven Owen,Beverages,Item_16_BEV,13.61,7.00,$95.27,Credit Card,In-store,08/11/2025,UNKNOWN
TXN_4113363,CUST_01,Brandy Peck,Milk Products,Item_0_MISC,31.92,5.00,$159.60,Digital Wallet,Online,02/04/2024,TRUE
TXN_6281836,CUST_07,Ryan Lee,Milk Products,Item_17_MILK,8.12,8.00,$64.96,Digital Wallet,Online,30/04/2024,UNKNOWN
TXN_7144064,CUST_22,Madison Norton,Milk Products,Item_0_MISC,13.89,7.00,$97.23,CreditCard,In-store,16/10/2024,UNKNOWN
TXN_6095283,CUST_20,Christina Howard,Furniture,Item_17_FUR,23.61,10.00,$236.10,CreditCard,In-store,03/03/2026,FALSE
TXN_6612041,CUST_02,Ryan Ross,Patisserie,Item_11_PAT,29.07,7.00,$203.49,Credit Card,In-store,01/06/2024,TRUE
TXN_5596311,CUST_43,Melissa Ashley,Food,Item_6_FOOD,11.16,9.00,$100.44,Digital Wallet,Online,08/08/2023,FALSE
TXN_4714642,CUST_13,Tracy Harrell,Furniture,Item_16_FUR,21.51,5.00,$107.55,Digital Wallet,Online,01/07/2023,TRUE
TXN_1990774,CUST_01,Rachel Munoz,Milk Products,Item_0_MISC,21.78,6.00,$130.68,CreditCard,In-store,10/11/2023,TRUE
TXN_8235595,CUST_01,Samantha Miller,Food,Item_0_MISC,13.84,10.00,$138.40,Credit Card,In-store,26/10/2023,UNKNOWN
TXN_6427850,CUST_38,Robin Velazquez,Patisserie,Item_11_PAT,9.18,8.00,$73.44,Digital Wallet,Online,05/05/2023,FALSE
TXN_1633603,CUST_34,Richard Flores,Milk Products,Item_0_MISC,22.47,3.00,$67.41,Digital Wallet,Online,30/05/2025,TRUE
TXN_6739322,CUST_25,Daisy Johnson,Milk Products,Item_0_MISC,33.86,1.00,$33.86,Digital Wallet,In-store,11/08/2023,FALSE
TXN_4016073,CUST_10,John Parsons,Milk Products,Item_17_MILK,6.31,10.00,$63.10,Cash,Online,21/10/2023,TRUE
TXN_5990637,CUST_08,Dr. Lisa Burke DDS,Beverages,Item_0_MISC,21.30,5.00,$106.50,Cash,In-store,11/08/2024,UNKNOWN
TXN_1985168,CUST_19,April Evans,Patisserie,Item_0_MISC,22.99,1.00,$22.99,Digital Wallet,Online,16/12/2023,FALSE
TXN_1100746,CUST_48,Nicholas Riley MD,Milk Products,Item_0_MISC,14.83,5.00,$74.15,Digital Wallet,Online,07/11/2023,TRUE
TXN_7407385,CUST_49,Robert Oconnor,Food,Item_0_MISC,5.92,9.00,$53.28,CreditCard,In-store,09/08/2025,UNKNOWN
TXN_4276814,CUST_32,Samantha Hale,Milk Products,Item_17_MILK,30.27,1.00,$30.27,Digital Wallet,Online,04/07/2023,FALSE
TXN_4857032,CUST_15,Anthony Thompson,Food,Item_0_MISC,11.28,5.00,$56.40,Cash,Online,09/03/2025,FALSE
TXN_1584566,CUST_06,Adrienne Robinson,Food,Item_6_FOOD,5.20,5.00,$26.00,Credit Card,In-store,01/10/2024,TRUE
TXN_1753831,CUST_38,Donna Miller,Patisserie,Item_11_PAT,18.27,3.00,$54.81,CreditCard,In-store,28/06/2024,FALSE
TXN_8902083,CUST_01,Scott Hill,Patisserie,Item_11_PAT,24.95,6.00,$149.70,Digital Wallet,In-store,20/09/2025,UNKNOWN
TXN_4957220,CUST_40,Susan Jimenez,Food,Item_6_FOOD,32.03,6.00,$192.18,Digital Wallet,Online,16/06/2023,FALSE
TXN_7502495,CUST_44,Jared Schultz,Milk Products,Item_17_MILK,20.20,3.00,$60.60,Digital Wallet,In-store,23/05/2024,UNKNOWN
TXN_7211862,CUST_10,Nicholas Thomas,Butchers,Item_13_BUT,26.44,10.00,$264.40,CreditCard,Online,10/08/2025,UNKNOWN
TXN_4931303,CUST_08,Ronald Martinez,Beverages,Item_0_MISC,19.79,3.00,$59.37,Digital Wallet,Online,27/11/2024,UNKNOWN
TXN_8183772,CUST_42,David Blackwell,Patisserie,Item_11_PAT,11.17,3.00,$33.51,Credit Card,In-store,26/05/2023,UNKNOWN
TXN_9619850,CUST_16,Drew Kelley,Milk Products,Item_18_MILK,22.19,1.00,$22.19,Digital Wallet,Online,09/10/2025,FALSE
TXN_3166356,CUST_38,Eric Ware,Butchers,Item_13_BUT,32.88,8.00,$263.04,Credit Card,In-store,02/10/2025,TRUE
TXN_5651499,CUST_39,Joseph Johnson,Beverages,Item_0_MISC,25.96,5.00,$129.80,CreditCard,In-store,30/12/2025,UNKNOWN
TXN_8806707,CUST_41,Adriana Andrews,Patisserie,Item_10_PAT,26.63,9.00,$239.67,CreditCard,In-store,31/01/2025,UNKNOWN
TXN_2929754,CUST_33,Ashley Williams,Patisserie,Item_11_PAT,24.87,5.00,$124.35,Cash,Online,14/06/2025,UNKNOWN
TXN_1076204,CUST_11,Rodney Smith,Patisserie,Item_0_MISC,17.48,8.00,$139.84,Digital Wallet,In-store,02/07/2025,TRUE
TXN_9461632,CUST_20,Stacy Summers,Beverages,Item_16_BEV,27.05,5.00,$135.25,Cash,In-store,13/10/2024,FALSE
TXN_7850350,CUST_29,Heidi Franklin,Beverages,Item_0_MISC,34.56,4.00,$138.24,Digital Wallet,In-store,05/10/2025,UNKNOWN
TXN_9999077,CUST_37,Andrew Scott,Beverages,Item_15_BEV,34.80,9.00,$313.20,Credit Card,In-store,06/04/2025,FALSE
TXN_5550848,CUST_27,Nicole Fernandez,Food,Item_0_MISC,19.00,9.00,$171.00,Digital Wallet,Online,04/02/2025,TRUE
TXN_4349298,CUST_49,Darren Duncan,Butchers,Item_13_BUT,27.93,7.00,$195.51,CreditCard,In-store,10/07/2025,TRUE
TXN_1749228,CUST_20,Jeremiah Simmons,Milk Products,Item_0_MISC,14.70,10.00,$147.00,Digital Wallet,In-store,28/10/2023,TRUE
TXN_7032405,CUST_18,Colleen Berry,Furniture,Item_16_FUR,19.91,3.00,$59.73,Digital Wallet,Online,24/09/2024,FALSE
TXN_8246355,CUST_33,Kimberly Murphy,Food,Item_0_MISC,6.47,6.00,$38.82,Digital Wallet,Online,28/04/2025,FALSE
TXN_6089451,CUST_35,William Brooks,Patisserie,Item_0_MISC,11.42,9.00,$102.78,Digital Wallet,Online,27/02/2026,UNKNOWN
TXN_6942575,CUST_19,Frederick Henderson,Butchers,Item_13_BUT,20.23,4.00,$80.92,CreditCard,In-store,30/10/2024,TRUE
TXN_7202647,CUST_14,Maurice Hughes,Butchers,Item_12_BUT,8.10,3.00,$24.30,Digital Wallet,In-store,04/07/2025,UNKNOWN
TXN_2827129,CUST_41,Sheri Douglas,Milk Products,Item_18_MILK,27.09,5.00,$135.45,Credit Card,Online,09/03/2025,TRUE
TXN_4027120,CUST_16,Jordan Ellis,Butchers,Item_12_BUT,17.45,2.00,$34.90,Cash,In-store,27/09/2023,TRUE
TXN_5611138,CUST_05,Carol Walker,Furniture,Item_17_FUR,19.64,1.00,$19.64,Digital Wallet,Online,30/05/2023,FALSE
TXN_4879270,CUST_06,Dr. Kathy Rivera MD,Beverages,Item_15_BEV,33.37,5.00,$166.85,Credit Card,In-store,18/08/2023,TRUE
TXN_1524446,CUST_17,Susan Howell,Furniture,Item_17_FUR,22.09,4.00,$88.36,Credit Card,In-store,26/06/2024,FALSE
TXN_9973303,CUST_21,Monica Meyer,Patisserie,Item_11_PAT,10.80,7.00,$75.60,Credit Card,In-store,10/11/2024,UNKNOWN
TXN_3252613,CUST_23,Allison Haynes,Furniture,Item_17_FUR,24.29,6.00,$145.74,Credit Card,Online,09/06/2024,FALSE
TXN_7536474,CUST_24,Paul Hill,Beverages,Item_16_BEV,23.76,9.00,$213.84,Cash,In-store,13/01/2025,UNKNOWN
TXN_9471770,CUST_13,Logan Carter,Furniture,Item_17_FUR,17.45,2.00,$34.90,CreditCard,In-store,31/01/2025,TRUE
TXN_7493337,CUST_26,Victoria Floyd,Butchers,Item_13_BUT,26.07,5.00,$130.35,Cash,Online,19/04/2024,UNKNOWN
TXN_8065725,CUST_35,Elizabeth Jones,Food,Item_0_MISC,9.86,7.00,$69.02,Digital Wallet,In-store,31/07/2024,TRUE
TXN_2872664,CUST_36,Dr. Joshua Figueroa,Milk Products,Item_18_MILK,18.03,1.00,$18.03,Digital Wallet,Online,04/12/2025,FALSE
TXN_4121939,CUST_11,Margaret Ramos,Beverages,Item_16_BEV,20.07,1.00,$20.07,Credit Card,Online,03/10/2024,UNKNOWN
TXN_2665955,CUST_41,Isaac Garcia,Patisserie,Item_0_MISC,25.39,8.00,$203.12,Credit Card,Online,22/09/2024,TRUE
TXN_4123532,CUST_08,Jose Phillips,Patisserie,Item_11_PAT,29.48,8.00,$235.84,Digital Wallet,Online,30/01/2026,FALSE
TXN_3396401,CUST_28,Phyllis Jones,Furniture,Item_16_FUR,24.88,5.00,$124.40,Cash,Online,22/05/2023,FALSE
TXN_1300110,CUST_32,Susan Poole,Beverages,Item_0_MISC,31.16,2.00,$62.32,CreditCard,Online,26/09/2025,FALSE
TXN_9727767,CUST_31,Jennifer Brown DVM,Patisserie,Item_0_MISC,24.24,8.00,$193.92,CreditCard,In-store,05/02/2026,TRUE
TXN_5152977,CUST_31,Sue Morris,Butchers,Item_12_BUT,10.13,6.00,$60.78,CreditCard,In-store,28/11/2023,FALSE
TXN_3481330,CUST_15,Miss Wanda Campbell,Patisserie,Item_10_PAT,7.63,1.00,$7.63,CreditCard,Online,03/07/2025,TRUE
TXN_6381434,CUST_02,Miranda Allen,Food,Item_0_MISC,7.17,5.00,$35.85,Digital Wallet,Online,14/09/2024,FALSE
TXN_5246617,CUST_44,Andrew Mann,Butchers,Item_13_BUT,23.04,8.00,$184.32,Credit Card,In-store,09/02/2024,UNKNOWN
TXN_1141226,CUST_34,Lisa Garcia,Beverages,Item_16_BEV,17.02,9.00,$153.18,Digital Wallet,In-store,16/03/2024,FALSE
TXN_6338743,CUST_17,Anthony Donovan,Beverages,Item_16_BEV,25.00,1.00,$25.00,Cash,Online,30/11/2025,UNKNOWN
TXN_7534303,CUST_02,Carol Mcclain,Beverages,Item_15_BEV,15.39,10.00,$153.90,Credit Card,In-store,24/12/2025,UNKNOWN
TXN_8007631,CUST_29,Jessica Giles,Food,Item_0_MISC,11.92,9.00,$107.28,Credit Card,In-store,26/07/2023,FALSE
TXN_5623663,CUST_09,Karen Woodard,Butchers,Item_12_BUT,7.50,5.00,$37.50,Digital Wallet,In-store,27/07/2023,FALSE
TXN_1578720,CUST_24,Linda Nelson,Butchers,Item_13_BUT,34.62,6.00,$207.72,Credit Card,In-store,16/04/2023,TRUE
TXN_3042892,CUST_43,John Pope PhD,Butchers,Item_12_BUT,9.47,6.00,$56.82,Digital Wallet,In-store,31/07/2025,TRUE
TXN_7184189,CUST_39,Margaret Alvarez,Beverages,Item_0_MISC,7.48,2.00,$14.96,Digital Wallet,Online,04/09/2025,FALSE
TXN_4498778,CUST_28,Pamela Mills,Beverages,Item_16_BEV,20.02,7.00,$140.14,CreditCard,Online,07/08/2024,TRUE
TXN_3808358,CUST_11,Lori Palmer,Food,Item_1_FOOD,20.53,4.00,$82.12,CreditCard,In-store,25/05/2024,FALSE
TXN_3553435,CUST_26,Jamie Kim,Patisserie,Item_10_PAT,29.81,3.00,$89.43,Digital Wallet,Online,11/01/2024,TRUE
TXN_3799836,CUST_15,Martin Brown,Furniture,UNKNOWN,8.65,2.00,$17.30,Credit Card,Online,13/05/2025,FALSE
TXN_6318889,CUST_42,Sarah Miranda,Food,Item_0_MISC,30.67,7.00,$214.69,Digital Wallet,Online,07/05/2023,FALSE
TXN_5529185,CUST_26,Tanya Cline,Milk Products,Item_0_MISC,31.96,5.00,$159.80,Digital Wallet,Online,03/02/2026,FALSE
TXN_5127787,CUST_03,Beth Miranda,Patisserie,Item_10_PAT,33.22,3.00,$99.66,Credit Card,In-store,01/10/2024,TRUE
TXN_4659799,CUST_28,Christina Long,Milk Products,Item_18_MILK,26.01,10.00,$260.10,Digital Wallet,In-store,08/11/2023,UNKNOWN
TXN_3071932,CUST_39,Eric Perez,Beverages,Item_15_BEV,5.99,2.00,$11.98,Digital Wallet,Online,02/02/2025,FALSE
TXN_9813097,CUST_34,Veronica Miller,Food,Item_0_MISC,5.39,5.00,$26.95,Digital Wallet,Online,11/03/2024,UNKNOWN
TXN_1842872,CUST_17,Donald Miller DDS,Butchers,Item_12_BUT,31.51,4.00,$126.04,Digital Wallet,In-store,11/06/2025,TRUE
TXN_2203593,CUST_29,Melinda Harper,Furniture,Item_16_FUR,21.84,4.00,$87.36,Digital Wallet,In-store,03/10/2023,UNKNOWN
TXN_5597002,CUST_45,Brandon Walker,Patisserie,Item_0_MISC,25.51,3.00,$76.53,Digital Wallet,Online,11/04/2024,TRUE
TXN_3662352,CUST_04,Julia Sweeney,Food,Item_0_MISC,12.58,8.00,$100.64,CreditCard,Online,27/05/2024,FALSE
TXN_1226204,CUST_25,Miranda Moran,Milk Products,Item_0_MISC,25.30,9.00,$227.70,Digital Wallet,Online,17/10/2025,FALSE
TXN_3424134,CUST_28,Amber Jacobs,Patisserie,Item_10_PAT,23.77,2.00,$47.54,Digital Wallet,In-store,01/01/2024,TRUE
TXN_8641355,CUST_24,Isabel Pham,Furniture,UNKNOWN,14.15,10.00,$141.50,CreditCard,In-store,26/04/2024,UNKNOWN
TXN_2721066,CUST_41,Kimberly Sanchez,Furniture,Item_16_FUR,19.84,4.00,$79.36,Digital Wallet,In-store,25/01/2025,FALSE
TXN_6972461,CUST_45,Melanie Curtis,Food,Item_0_MISC,5.79,3.00,$17.37,Digital Wallet,In-store,21/08/2025,TRUE
TXN_5366070,CUST_38,Jacob Bennett,Food,Item_6_FOOD,6.10,9.00,$54.90,Cash,Online,21/01/2026,UNKNOWN
TXN_8547515,CUST_07,Julie Jackson,Food,Item_0_MISC,17.70,7.00,$123.90,Digital Wallet,In-store,01/09/2024,FALSE
